licencia_id,origen,municipio,direccion_consultada,lat,lon,etiqueta_icgc,geocodificado,en_ciudad
HB-004487,hotel_at,Barcelona,"Carrer Mallorca 1, Barcelona",41.37917979,2.14292579,,True,True
HB-004485,hotel_at,Barcelona,"Carrer Constitució 36, Barcelona",41.36989972,2.13663946,,True,True
HB-004549,hotel_at,Barcelona,"Carrer Gran Via Corts Catalanes 657, Barcelona",41.3935394,2.1733128,,True,True
HB-004413,hotel_at,Barcelona,"Carrer Valencia 583, Barcelona",41.40872348,2.18449844,,True,True
HB-004367,hotel_at,Barcelona,"Carrer Rosselló 242, Barcelona",41.39620261,2.16134209,,True,True
HB-004368,hotel_at,Barcelona,"Carrer Sepúlveda 187, Barcelona",41.38412229,2.16354684,,True,True
HB-000935,hotel_at,Barcelona,"Carrer Nou de la Rambla 1, Barcelona",41.37916642,2.17442328,,True,True
HB-004386,hotel_at,Barcelona,"Carrer Diputació 325, Barcelona",41.39376515,2.17133942,,True,True
HB-004388,hotel_at,Barcelona,"Carrer Tuset 27, Barcelona",41.39655222,2.1509142,,True,True
HB-000899,hotel_at,Barcelona,"Carrer Rambla 114, Barcelona",41.37437511,2.16928131,,True,True
HB-000862,hotel_at,Barcelona,"Carrer Gran de Gràcia 87, Barcelona",41.40059298,2.15444412,,True,True
HB-000855,hotel_at,Barcelona,"Carrer Amílcar 118, Barcelona",41.42385563,2.17258536,,True,True
HB-000845,hotel_at,Barcelona,"Plaça Urquinaona 5, Barcelona",41.38948805,2.17295069,,True,True
HB-000838,hotel_at,Barcelona,"Carrer Aribau 37, Barcelona",41.38758673,2.16021558,,True,True
HB-000801,hotel_at,Barcelona,"Carrer Diputació 346, Barcelona",41.39644632,2.17528966,,True,True
HB-004402,hotel_at,Barcelona,"Carrer Diputació 251, Barcelona",41.389052,2.16507609,,True,True
HB-000782,hotel_at,Barcelona,"Carrer Rambla 96, Barcelona",41.37570639,2.17066133,,True,True
HB-004409,hotel_at,Barcelona,"Carrer Poeta Cabanyes 16, Barcelona",41.37415368,2.16553563,,True,True
HB-000776,hotel_at,Barcelona,"Carrer Pau Claris 145, Barcelona",41.39388061,2.16541959,,True,True
HB-000508,hotel_at,Barcelona,"Carrer Portaferrissa 23, Barcelona",41.38378347,2.17349131,,True,True
HB-004416,hotel_at,Barcelona,"Carrer Teodora Lamadrid 4, Barcelona",41.40593534,2.13799207,,True,True
HB-000739,hotel_at,Barcelona,"Carrer de Josep Anselm Clavé 27, Barcelona",41.37788792,2.17821929,,True,True
HB-000723,hotel_at,Barcelona,"Avinguda Marquès de l'Argentera 13, Barcelona",41.38440389,2.18453051,,True,True
HB-000701,hotel_at,Barcelona,"Carrer de Joaquín Costa 44, Barcelona",41.38280939,2.16558179,,True,True
HB-004443,hotel_at,Barcelona,"Carrer Gran Via Corts Catalanes 575, Barcelona",41.38517336,2.16217755,,True,True
HB-004457,hotel_at,Barcelona,"Carrer Escudellers 19, Barcelona",41.3794181,2.1761357,,True,True
HB-004464,hotel_at,Barcelona,"Carrer Sicília 276, Barcelona",41.40086452,2.17460967,,True,True
HB-004469,hotel_at,Barcelona,"Carrer Mare de Deu del Coll 14, Barcelona",41.40862139,2.15003072,,True,True
HB-004470,hotel_at,Barcelona,"Ronda de Sant Pere 27, Barcelona",41.38989939,2.17483637,,True,True
HB-004474,hotel_at,Barcelona,"Ronda Sant Pere 22, Barcelona",41.38922532,2.17398362,,True,True
HB-004475,hotel_at,Barcelona,"Carrer de Girona 39, Barcelona",41.39270778,2.17374181,,True,True
HB-004479,hotel_at,Barcelona,"Carrer Muntaner 175, Barcelona",41.39187227,2.15227872,,True,True
HB-000516,hotel_at,Barcelona,"Carrer Trafalgar 39, Barcelona",41.39002266,2.17710554,,True,True
HB-004483,hotel_at,Barcelona,"Carrer Provença 286, Barcelona",41.39413575,2.16087562,,True,True
HB-004548,hotel_at,Barcelona,"Carrer Casp 38, Barcelona",41.39020411,2.17201869,,True,True
HB-004550,hotel_at,Barcelona,"Carrer Consell de Cent 278, Barcelona",41.38922469,2.16340004,,True,True
HB-004365,hotel_at,Barcelona,"Carrer Rosselló 242, Barcelona",41.39620261,2.16134209,,True,True
HB-004677,hotel_at,Barcelona,"Carrer Consell de Cent 185, Barcelona",41.38367246,2.15565751,,True,True
HB-004644,hotel_at,Barcelona,"Carrer Bruc 150, Barcelona",41.39746349,2.16555402,,True,True
HB-004646,hotel_at,Barcelona,"Carrer Gran Via Corts Catalanes 592, Barcelona",41.3863569,2.16463484,,True,True
HB-004651,hotel_at,Barcelona,"Carrer Bruc 84, Barcelona",41.39442605,2.1695775,,True,True
HB-004654,hotel_at,Barcelona,"Carrer Rosselló 254, Barcelona",41.39684498,2.16219944,,True,True
HB-004656,hotel_at,Barcelona,"Carrer del Consell de Cent 322, Barcelona",41.39206317,2.16717488,,True,True
HB-004658,hotel_at,Barcelona,"Carrer Gran Via Corts Catalanes 547, Barcelona",41.38353186,2.15999195,,True,True
HB-004659,hotel_at,Barcelona,"Carrer Olzinelles 56, Barcelona",41.37201764,2.13687292,,True,True
HB-004660,hotel_at,Barcelona,"Carrer Roger de Flor 215, Barcelona",41.40136919,2.16908663,,True,True
HB-004663,hotel_at,Barcelona,"Carrer Corsega 284, Barcelona",41.39459694,2.15696271,,True,True
HB-004665,hotel_at,Barcelona,"Carrer Diputació 346, Barcelona",41.39644632,2.17528966,,True,True
HB-004666,hotel_at,Barcelona,"Carrer Gran Via Corts Catalanes 584, Barcelona",41.38494047,2.16275026,,True,True
HB-004670,hotel_at,Barcelona,"Carrer Corsèga 271, Barcelona",41.39382802,2.15557433,,True,True
HB-004675,hotel_at,Barcelona,"Carrer Balmes 129, Barcelona",41.39289208,2.15771277,,True,True
HUTB-066360,vut,Barcelona,"Passeig de Joan de Borbó Comte de Barcelona 3, Barcelona",41.38124231,2.18714221,,True,True
HB-004679,hotel_at,Barcelona,"Gran Via CORTS CATALANES 435, Barcelona",41.37842735,2.15320505,,True,True
HB-004638,hotel_at,Barcelona,"Carrer BRUC 65, Barcelona",41.393756,2.17009729,,True,True
HB-004682,hotel_at,Barcelona,"Passeig Gràcia 116 Bis, Barcelona",,,,False,False
HB-004683,hotel_at,Barcelona,"Carrer Santa Anna 27, Barcelona",41.38564644,2.17182096,,True,True
HB-004684,hotel_at,Barcelona,"Carrer Roger de Llúria 46, Barcelona",41.39230414,2.17012872,,True,True
HB-004687,hotel_at,Barcelona,"Avinguda Coll del Portell 67, Barcelona",41.41141182,2.15136171,,True,True
HB-004693,hotel_at,Barcelona,"Rambla de Badal 65, Barcelona",41.36816507,2.13297491,,True,True
HB-004695,hotel_at,Barcelona,"Carrer Bruc 96, Barcelona",41.39482523,2.16905209,,True,True
HB-004697,hotel_at,Barcelona,"Carrer Balmes 129 Bis, Barcelona",,,,False,False
HB-004698,hotel_at,Barcelona,"Carrer Balmes 129 Bis, Barcelona",,,,False,False
HB-004700,hotel_at,Barcelona,"Carrer del Consell de Cent 276, Barcelona",41.38915264,2.16330335,,True,True
HB-004701,hotel_at,Barcelona,"Carrer Bruc 150, Barcelona",41.39746349,2.16555402,,True,True
HB-004705,hotel_at,Barcelona,"Carrer Bailèn 188, Barcelona",41.40124592,2.16508152,,True,True
HB-004706,hotel_at,Barcelona,"Carrer de Girona 85, Barcelona",41.39540003,2.17017915,,True,True
HB-004707,hotel_at,Barcelona,"Carrer de Girona 81, Barcelona",41.39524186,2.17038759,,True,True
HB-004708,hotel_at,Barcelona,"Carrer de Girona 81, Barcelona",41.39524186,2.17038759,,True,True
HB-004642,hotel_at,Barcelona,"Gran Via CORTS CATALANES 682, Barcelona",41.39268519,2.17305614,,True,True
HB-000320,hotel_at,Barcelona,"Carrer Pau Claris 74, Barcelona",41.38938401,2.17174449,,True,True
HB-004553,hotel_at,Barcelona,"Carrer Bruc 14, Barcelona",41.39022404,2.17514113,,True,True
HB-000362,hotel_at,Barcelona,"Carrer Fontanella 16, Barcelona",41.38798429,2.17249943,,True,True
HB-004558,hotel_at,Barcelona,"Carrer Roger de Flor 294, Barcelona",41.40384175,2.16617099,,True,True
HB-004560,hotel_at,Barcelona,"Carrer de Sant Agustí 4, Barcelona",41.39845393,2.16054802,,True,True
HB-004569,hotel_at,Barcelona,"Passeig Gràcia 115, Barcelona",41.39705199,2.15834624,,True,True
HB-004570,hotel_at,Barcelona,"Avinguda Diagonal 439, Barcelona",41.39393174,2.15021505,,True,True
HB-004571,hotel_at,Barcelona,"Carrer Rosselló 231, Barcelona",41.39391417,2.15796195,,True,True
HB-003451,hotel_at,Barcelona,"Carrer Nou de la Rambla 50, Barcelona",41.37749523,2.17252112,,True,True
HB-004575,hotel_at,Barcelona,"Carrer Reina Cristina 13, Barcelona",41.3821105,2.18371075,,True,True
HB-004576,hotel_at,Barcelona,"Carrer CASPE 28, Barcelona",41.44056036,2.18650291,,True,True
HB-004584,hotel_at,Barcelona,"Carrer Fontrodona 15, Barcelona",41.37350298,2.16725308,,True,True
HB-004586,hotel_at,Barcelona,"Carrer Mallorca 209, Barcelona",41.3905583,2.15802495,,True,True
HB-004588,hotel_at,Barcelona,"Carrer d' Enric Granados 44, Barcelona",41.39109351,2.15819679,,True,True
HB-004589,hotel_at,Barcelona,"Carrer Gran Via Corts Catalanes 657, Barcelona",41.3935394,2.1733128,,True,True
HB-004590,hotel_at,Barcelona,"Carrer Gran Via Corts Catalanes 547, Barcelona",41.38353186,2.15999195,,True,True
HB-004594,hotel_at,Barcelona,"Carrer Roger de Lluria 33, Barcelona",41.39208243,2.17005398,,True,True
HB-004601,hotel_at,Barcelona,"Avinguda Josep Tarradellas 114, Barcelona",41.38960283,2.14372671,,True,True
HB-004633,hotel_at,Barcelona,"Carrer Aragó 224, Barcelona",41.38852829,2.16030836,,True,True
HB-004602,hotel_at,Barcelona,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True,True
HB-004603,hotel_at,Barcelona,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True,True
HB-004604,hotel_at,Barcelona,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True,True
HB-004605,hotel_at,Barcelona,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True,True
HB-004608,hotel_at,Barcelona,"Ronda Sant Pere 7, Barcelona",41.38850517,2.17109971,,True,True
HB-004610,hotel_at,Barcelona,"Carrer Valencia 305, Barcelona",41.39614782,2.16771419,,True,True
HB-004611,hotel_at,Barcelona,"Carrer Comte Urgell 18, Barcelona",41.37987145,2.1618463,,True,True
HB-004615,hotel_at,Barcelona,"Carrer de Malgrat 40, Barcelona",41.42826978,2.17990496,,True,True
HB-004617,hotel_at,Barcelona,"Carrer Balmes 60, Barcelona",41.38960627,2.16243068,,True,True
HB-004618,hotel_at,Barcelona,"Carrer Balmes 60, Barcelona",41.38960627,2.16243068,,True,True
HB-004621,hotel_at,Barcelona,"Carrer de Casp 39, Barcelona",41.39177155,2.17373271,,True,True
HB-004622,hotel_at,Barcelona,"Rambla Catalunya 84, Barcelona",41.39263443,2.16158557,,True,True
HB-004626,hotel_at,Barcelona,"Carrer Aribau 226, Barcelona",41.39518332,2.15052643,,True,True
HB-004631,hotel_at,Barcelona,"Passeig Gràcia 78, Barcelona",41.39388676,2.16328497,,True,True
HB-004366,hotel_at,Barcelona,"Carrer Rosselló 242, Barcelona",41.39620261,2.16134209,,True,True
HB-004361,hotel_at,Barcelona,"Carrer Bailen 42, Barcelona",41.39369461,2.17507165,,True,True
HB-004713,hotel_at,Barcelona,"Rambla Catalunya 1, Barcelona",41.38751781,2.16804398,,True,True
HB-002662,hotel_at,Barcelona,"Carrer Junta del Comerç 11, Barcelona",41.37999769,2.17139567,,True,True
HB-003974,hotel_at,Barcelona,"Carrer Carme 38, Barcelona",41.38204935,2.16976815,,True,True
HB-002935,hotel_at,Barcelona,"Carrer Manuel Sancho 2, Barcelona",41.43039981,2.18182606,,True,True
HB-002927,hotel_at,Barcelona,"Gran Via de les Corts Catalanes 304, Barcelona",41.37246036,2.14621603,,True,True
HB-002907,hotel_at,Barcelona,"Carrer Comte de Güell 32, Barcelona",41.37742895,2.12266419,,True,True
HB-002895,hotel_at,Barcelona,"Carrer Elkano 78, Barcelona",41.37409817,2.16021961,,True,True
HB-002875,hotel_at,Barcelona,"Carrer Fontanella 14, Barcelona",41.38792459,2.1724482,,True,True
HB-002851,hotel_at,Barcelona,"Avinguda del Paral·lel 119, Barcelona",41.37480558,2.16072275,,True,True
HB-002835,hotel_at,Barcelona,"Carrer Laforja 63, Barcelona",41.39707911,2.14652315,,True,True
HB-004005,hotel_at,Barcelona,"Avinguda de Roma 1, Barcelona",41.38101786,2.14378351,,True,True
HB-002775,hotel_at,Barcelona,"Carrer Roser 40, Barcelona",41.37290068,2.16628973,,True,True
HB-002741,hotel_at,Barcelona,"Plaça Bonsuccés 6, Barcelona",41.38382674,2.16963089,,True,True
HB-002721,hotel_at,Barcelona,"Carrer Provença 323, Barcelona",41.39903231,2.16700076,,True,True
HB-002714,hotel_at,Barcelona,"Carrer Nou de Zurbano 4, Barcelona",41.37951203,2.17556505,,True,True
HB-002694,hotel_at,Barcelona,"Carrer Casanova 13, Barcelona",41.38245621,2.16249035,,True,True
HB-004039,hotel_at,Barcelona,"Carrer Balmes 55, Barcelona",41.38949575,2.1622051,,True,True
HB-002961,hotel_at,Barcelona,"Carrer Mozart 15, Barcelona",41.39931984,2.15823272,,True,True
HB-002619,hotel_at,Barcelona,"Avinguda Portal de l'Àngel 24, Barcelona",41.3859101,2.17286707,,True,True
HB-002608,hotel_at,Barcelona,"Carrer Torrent de l' Olla 95, Barcelona",41.40189969,2.15735782,,True,True
HB-002600,hotel_at,Barcelona,"Carrer Còrsega 201, Barcelona",41.39054569,2.1512164,,True,True
HB-004077,hotel_at,Barcelona,"Carrer Cartagena 369, Barcelona",41.41336455,2.17127138,,True,True
HB-004080,hotel_at,Barcelona,"Carrer Casanova 155, Barcelona",41.39101712,2.15115918,,True,True
HB-002491,hotel_at,Barcelona,"Carrer Antoni de Capmany 82, Barcelona",41.37503135,2.13542446,,True,True
HB-004083,hotel_at,Barcelona,"Carrer Laforja 67, Barcelona",41.39691661,2.14624897,,True,True
HB-004092,hotel_at,Barcelona,"Carrer Pau Claris 74, Barcelona",41.38938401,2.17174449,,True,True
HB-002406,hotel_at,Barcelona,"Carrer Calella 1, Barcelona",41.38148514,2.17856331,,True,True
HB-004104,hotel_at,Barcelona,"Carrer Mallorca 290, Barcelona",41.39645088,2.166216,,True,True
HB-002357,hotel_at,Barcelona,"Carrer Gran de Gràcia 239, Barcelona",41.40537782,2.15067405,,True,True
HB-004107,hotel_at,Barcelona,"Carrer de Còrsega 546, Barcelona",41.40662721,2.17291317,,True,True
HB-004112,hotel_at,Barcelona,"Rambla Catalunya 27, Barcelona",41.38906064,2.16593789,,True,True
HB-004116,hotel_at,Barcelona,"Carrer Sant Pere Mes Alt 6, Barcelona",41.38722238,2.1754495,,True,True
HB-003960,hotel_at,Barcelona,"Carrer Sant Pau 2, Barcelona",41.38091751,2.17315716,,True,True
HUTB-008203,vut,Barcelona,"Carrer Xifre 39, Barcelona",41.40944573,2.18266523,,True,True
HB-004120,hotel_at,Barcelona,"Carrer Balmes 55, Barcelona",41.38949575,2.1622051,,True,True
HB-003800,hotel_at,Barcelona,"Carrer Aribau 233, Barcelona",41.39750708,2.14753688,,True,True
HB-003566,hotel_at,Barcelona,"Carrer Hospital 107, Barcelona",41.37990177,2.16870122,,True,True
HB-003376,hotel_at,Barcelona,"Carrer Comerç 29, Barcelona",41.38489519,2.18444724,,True,True
HB-003657,hotel_at,Barcelona,"Carrer Trafalgar 39, Barcelona",41.39002266,2.17710554,,True,True
HB-003662,hotel_at,Barcelona,"Carrer Verge 16, Barcelona",41.38374571,2.16473734,,True,True
HB-003669,hotel_at,Barcelona,"Carrer Avinyó 37, Barcelona",41.38031411,2.17915522,,True,True
HB-003673,hotel_at,Barcelona,"Carrer Béjar 36, Barcelona",41.37705203,2.14556239,,True,True
HB-003693,hotel_at,Barcelona,"Carrer Sant Ramon 15, Barcelona",41.37782083,2.1718912,,True,True
HB-003356,hotel_at,Barcelona,"Carrer de Villarroel 47, Barcelona",41.38246492,2.16021696,,True,True
HB-003726,hotel_at,Barcelona,"Carrer Avinyó 58, Barcelona",41.38019022,2.17929159,,True,True
HB-003336,hotel_at,Barcelona,"Carrer Sant Pau 15, Barcelona",41.37963379,2.17261791,,True,True
HB-003748,hotel_at,Barcelona,"Baixada Sant Miquel 1, Barcelona",41.38140374,2.17652833,,True,True
HB-003766,hotel_at,Barcelona,"Carrer Madrazo 103, Barcelona",41.3982616,2.14654964,,True,True
HB-003777,hotel_at,Barcelona,"Carrer de Fontcoberta 4, Barcelona",41.39477739,2.12451106,,True,True
HB-003781,hotel_at,Barcelona,"Carrer Avinyó 42, Barcelona",41.38049051,2.17834896,,True,True
HB-003292,hotel_at,Barcelona,"Carrer Ample 7, Barcelona",41.37898963,2.17891049,,True,True
HB-003943,hotel_at,Barcelona,"Carrer Mallorca 537, Barcelona",41.40941181,2.18313848,,True,True
HB-003827,hotel_at,Barcelona,"Carrer dels Tallers 6, Barcelona",41.38475182,2.16976504,,True,True
HB-003250,hotel_at,Barcelona,"Carrer Palau 4, Barcelona",41.38121646,2.17790151,,True,True
HB-003841,hotel_at,Barcelona,"Carrer Sant Vicenç 39, Barcelona",41.38221885,2.16414698,,True,True
HUTB-012109,vut,Barcelona,"Carrer Ramon Rocafull 75, Barcelona",41.42241841,2.15457006,,True,True
HB-003871,hotel_at,Barcelona,"Carrer Laforja 98, Barcelona",41.39650194,2.14528281,,True,True
HB-003872,hotel_at,Barcelona,"Carrer Bèjar 37, Barcelona",41.37701811,2.14541505,,True,True
HB-003875,hotel_at,Barcelona,"Carrer de la França Xica 40, Barcelona",41.37222673,2.157411,,True,True
HB-003147,hotel_at,Barcelona,"Ronda Sant Pere 53, Barcelona",41.39151227,2.17914274,,True,True
HB-003889,hotel_at,Barcelona,"Carrer Dènia 34, Barcelona",41.39901992,2.14818825,,True,True
HB-003894,hotel_at,Barcelona,"Carrer Paloma 24, Barcelona",41.38197812,2.16420298,,True,True
HB-003116,hotel_at,Barcelona,"Via Laietana 23, Barcelona",41.38376272,2.17881444,,True,True
HB-003078,hotel_at,Barcelona,"Carrer Lafont 1, Barcelona",41.37380146,2.16942541,,True,True
HB-003924,hotel_at,Barcelona,"Ronda Sant Antoni 61, Barcelona",41.38465103,2.16371175,,True,True
HB-003049,hotel_at,Barcelona,"Carrer Hospital 36, Barcelona",41.38089431,2.17160827,,True,True
HB-002282,hotel_at,Barcelona,"Carrer Lleona 8, Barcelona",41.38096628,2.17608165,,True,True
HB-004126,hotel_at,Barcelona,"Carrer Girona 24, Barcelona",41.39190984,2.17517259,,True,True
HB-004355,hotel_at,Barcelona,"Passeig Sant Joan 1, Barcelona",41.39177098,2.17923545,,True,True
HB-004292,hotel_at,Barcelona,"Carrer Roger de Lluria 47, Barcelona",41.39291014,2.16896321,,True,True
HB-001709,hotel_at,Barcelona,"Carrer Rera Palau 4, Barcelona",,,,False,False
HB-001705,hotel_at,Barcelona,"Carrer Junta del Comerç 13, Barcelona",41.37992219,2.17146078,,True,True
HB-004255,hotel_at,Barcelona,"Carrer Tarragona 177, Barcelona",41.37966677,2.1430828,,True,True
HB-001690,hotel_at,Barcelona,"Carrer Gran Via Corts Catalanes 576, Barcelona",41.38433247,2.16193662,,True,True
HB-001678,hotel_at,Barcelona,"Carrer Rambla 37, Barcelona",41.37778256,2.17298709,,True,True
HB-004264,hotel_at,Barcelona,"Carrer Mallorca 253, Barcelona",41.39330502,2.16166969,,True,True
HB-001665,hotel_at,Barcelona,"Carrer Ausias Marc 19, Barcelona",41.39080402,2.17470887,,True,True
HB-001620,hotel_at,Barcelona,"Carrer Comerç 33, Barcelona",41.38470818,2.18469377,,True,True
HB-001619,hotel_at,Barcelona,"Carrer Rambla 133, Barcelona",41.37321597,2.16832506,,True,True
HB-001579,hotel_at,Barcelona,"Avinguda del Portal de l'Àngel 14, Barcelona",41.38539309,2.17351036,,True,True
HB-001278,hotel_at,Barcelona,"Carrer Cervantes 2, Barcelona",41.38107387,2.17740529,,True,True
HB-004285,hotel_at,Barcelona,"Carrer Gran de Gràcia 14, Barcelona",41.39829104,2.15744484,,True,True
HB-004288,hotel_at,Barcelona,"Carrer Saragossa 95, Barcelona",41.40370126,2.14662564,,True,True
HB-001276,hotel_at,Barcelona,"Carrer Calella 1, Barcelona",41.38148514,2.17856331,,True,True
HB-001216,hotel_at,Barcelona,"Carrer Guàrdia 13, Barcelona",41.37777199,2.17415488,,True,True
HB-004250,hotel_at,Barcelona,"Gran Via de les Corts Catalanes 660, Barcelona",41.39111277,2.17096072,,True,True
HB-001206,hotel_at,Barcelona,"Plaça Reial 2, Barcelona",41.38010135,2.17477304,,True,True
HB-001199,hotel_at,Barcelona,"Carrer Petritxol 12, Barcelona",41.38288232,2.17289696,,True,True
HB-001187,hotel_at,Barcelona,"Carrer Girona 35, Barcelona",41.39251473,2.17400032,,True,True
HB-004307,hotel_at,Barcelona,"Carrer Francisco Giner 5, Barcelona",41.39847748,2.1598078,,True,True
HB-004312,hotel_at,Barcelona,"Avinguda Paral.lel 15, Barcelona",41.37448067,2.17473487,,True,True
HB-004316,hotel_at,Barcelona,"Rambla Catalunya 103, Barcelona",41.39332113,2.16010362,,True,True
HB-001137,hotel_at,Barcelona,"Carrer Rambla 133, Barcelona",41.37321597,2.16832506,,True,True
HB-001135,hotel_at,Barcelona,"Carrer Sant Pere més Alt 61, Barcelona",41.38917081,2.17803777,,True,True
HB-001131,hotel_at,Barcelona,"Carrer Avinyó 58, Barcelona",41.38019022,2.17929159,,True,True
HB-001130,hotel_at,Barcelona,"Carrer Hospital 93, Barcelona",41.38016898,2.16957164,,True,True
HB-000975,hotel_at,Barcelona,"Carrer Ferran 31, Barcelona",41.38142014,2.17545488,,True,True
HB-000957,hotel_at,Barcelona,"Carrer d'en Fontrodona 1, Barcelona",41.37469466,2.16781434,,True,True
HB-004344,hotel_at,Barcelona,"Ronda Universitat 11, Barcelona",41.38644605,2.16561028,,True,True
HB-000952,hotel_at,Barcelona,"Carrer Girona 24, Barcelona",41.39190984,2.17517259,,True,True
HB-001747,hotel_at,Barcelona,"Carrer Rambla 86, Barcelona",41.37604423,2.1710122,,True,True
HB-001748,hotel_at,Barcelona,"Carrer Rambla 25, Barcelona",41.37809151,2.17330758,,True,True
HB-004128,hotel_at,Barcelona,"Carrer rambla 100, Barcelona",41.37560091,2.17055571,,True,True
HB-004192,hotel_at,Barcelona,"Carrer Balmes 83, Barcelona",41.39099101,2.16022488,,True,True
HUTB-006847,vut,Barcelona,"Carrer Blai 28, Barcelona",41.37382353,2.16429062,,True,True
HB-002211,hotel_at,Barcelona,"Carrer Ramelleres 27, Barcelona",41.38473225,2.16814766,,True,True
HB-002161,hotel_at,Barcelona,"Carrer del Carme 116, Barcelona",41.37976358,2.16625073,,True,True
HB-002151,hotel_at,Barcelona,"Carrer de Santa Anna 23, Barcelona",41.38542036,2.17156569,,True,True
HB-004144,hotel_at,Barcelona,"Carrer Taulat 30, Barcelona",41.39830854,2.20438128,,True,True
HB-004150,hotel_at,Barcelona,"Avinguda de Roma 1, Barcelona",41.38101786,2.14378351,,True,True
HB-004152,hotel_at,Barcelona,"Carrer de Balmes 83, Barcelona",41.39099101,2.16022488,,True,True
HB-002108,hotel_at,Barcelona,"Carrer Comtessa de Sobradiel 1, Barcelona",41.38075666,2.17804835,,True,True
HB-002097,hotel_at,Barcelona,"Carrer de la Portaferrissa 11, Barcelona",41.38346329,2.17267617,,True,True
HB-004171,hotel_at,Barcelona,"Carrer Breda 3, Barcelona",41.38602616,2.14062138,,True,True
HB-002044,hotel_at,Barcelona,"Carrer Girona 4, Barcelona",41.39090744,2.17649293,,True,True
HB-002040,hotel_at,Barcelona,"Carrer Mallorca 329, Barcelona",41.3982317,2.16820769,,True,True
HB-002004,hotel_at,Barcelona,"Carrer Tallers 9, Barcelona",41.38468756,2.16972063,,True,True
HB-004191,hotel_at,Barcelona,"Carrer Torre den Damians 11, Barcelona",41.37603894,2.14402622,,True,True
HB-004193,hotel_at,Barcelona,"Carrer Balmes 60, Barcelona",41.38960627,2.16243068,,True,True
HB-004245,hotel_at,Barcelona,"Carrer Consell de Cent 30, Barcelona",41.37633001,2.14558182,,True,True
HB-004196,hotel_at,Barcelona,"Rambla Catalunya 102, Barcelona",41.39391108,2.15983193,,True,True
HB-004198,hotel_at,Barcelona,"Carrer de Casanova 72, Barcelona",41.38550145,2.15883,,True,True
HB-001951,hotel_at,Barcelona,"Carrer Tallers 82, Barcelona",41.38526097,2.16431198,,True,True
HB-001931,hotel_at,Barcelona,"Passeig Isabel II 10, Barcelona",41.38193324,2.18303623,,True,True
HB-004206,hotel_at,Barcelona,"Carrer Balmes 55, Barcelona",41.38949575,2.1622051,,True,True
HB-001883,hotel_at,Barcelona,"Carrer Lafont 1, Barcelona",41.37380146,2.16942541,,True,True
HB-001862,hotel_at,Barcelona,"Carrer Rambla 79, Barcelona",41.37642196,2.17157676,,True,True
HB-004222,hotel_at,Barcelona,"Carrer de Muntaner 175, Barcelona",41.39187227,2.15227872,,True,True
HB-001847,hotel_at,Barcelona,"Carrer Sant Domènec del Call 3, Barcelona",41.39960836,2.15608949,,True,True
HB-004225,hotel_at,Barcelona,"Carrer Bailèn 47, Barcelona",41.39424719,2.17396557,,True,True
HB-001821,hotel_at,Barcelona,"Plaça Reial 10, Barcelona",41.38022221,2.17559994,,True,True
HB-004232,hotel_at,Barcelona,"Carrer Hospital 149, Barcelona",41.37946319,2.16664817,,True,True
HB-001755,hotel_at,Barcelona,"Avinguda Marquès de l'Argentera 19, Barcelona",41.38499288,2.18503212,,True,True
HB-004241,hotel_at,Barcelona,"Carrer Bruc 13, Barcelona",41.39022887,2.1747675,,True,True
HB-004709,hotel_at,Barcelona,"Passatge Flaugier 31, Barcelona",41.41535161,2.1770461,,True,True
HB-004574,hotel_at,Barcelona,"Avinguda Diagonal 578, Barcelona",41.3939136,2.14818791,,True,True
HB-004714,hotel_at,Barcelona,"Rambla Catalunya 1, Barcelona",41.38751781,2.16804398,,True,True
HB-004910,hotel_at,Barcelona,"Ronda Universitat 1, Barcelona",41.38617162,2.16488015,,True,True
ATB-000089,hotel_at,Barcelona,"Carrer Sicilia, 276-280 276, Barcelona",41.40086452,2.17460967,,True,True
HUTB-012936,vut,Barcelona,"Avinguda Icària 144, Barcelona",41.3902653,2.19624578,,True,True
HB-005108,hotel_at,Barcelona,"Passeig Maragall 103, Barcelona",41.418718,2.18036479,,True,True
HB-005102,hotel_at,Barcelona,"Carrer SEGLE XX 3, Barcelona",41.4223276,2.17843103,,True,True
HUTB-004301,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True
HUTB-005486,vut,Barcelona,"Carrer CONSELL DE CENT 322, Barcelona",41.39206317,2.16717488,,True,True
HUTB-011729,vut,Barcelona,"Carrer MALLORCA 20, Barcelona",41.37894755,2.14298532,,True,True
HUTB-004228,vut,Barcelona,"Carrer Casanova 93, Barcelona",41.38688881,2.15661792,,True,True
ATB-000005,hotel_at,Barcelona,"Carrer Breton de los Herreros 26, Barcelona",41.40207972,2.15116101,,True,True
ATB-000276,hotel_at,Barcelona,"Carrer de Monturiol 23, Barcelona",41.41002109,2.19243613,,True,True
HUTB-005621,vut,Barcelona,"Carrer Elkano 54, Barcelona",41.3735364,2.16227315,,True,True
HB-005060,hotel_at,Barcelona,"Carrer d Aragó 257, Barcelona",41.3916616,2.16393879,,True,True
